current,vibration,temperature,fault
10.993428306022466,1.0460962210613045,34.42959320883456,0
9.723471397657631,1.5698074946102492,36.84534583131105,0
11.295377076201385,1.793197233289178,35.28969908212878,0
13.046059712816051,2.9438438286700954,37.26002090629431,0
9.531693250553328,2.2782765622668792,38.929248446444056,0
9.531726086101639,1.3322592154500543,44.18577243165692,0
13.158425631014783,2.2430181447088184,38.394204806471485,0
11.534869458305817,1.2263480055308174,32.07187146615204,0
9.061051228130095,2.5413455269435365,45.7003392324758,0
11.08512008717193,1.7644376740910608,35.8145493319248,0
9.073164614375075,1.9531819056304145,39.706397864476855,0
9.068540492859487,2.662898323771095,42.23268253470356,0
10.48392454313207,1.356418215707875,40.998052092013914,0
6.173439510684404,1.3014409074435043,45.47089773760738,0
6.5501643349739345,1.7082003368269976,42.3950157169638,0
8.875424941518055,2.5191894255096585,35.69345210151446,0
7.974337759331153,1.240326962261579,50.89281086995831,0
10.628494665190548,0.5839222009447156,40.97166731669117,0
8.183951848957578,1.7744205707955005,39.26329886689247,0
7.175392597329417,2.27587039995546,44.819627115277854,0
12.931297537843108,2.6001308748694147,41.24725472965036,0
9.548447399026928,1.7684193189573005,41.996140964696636,0
10.135056409375848,1.7942866964419988,52.460919993003436,0
7.150503627573086,2.5769503671278735,38.62439285872477,0
8.911234550949635,1.0651291501522897,38.41119552991302,0
10.221845179419732,1.8057396124084955,40.58289256006232,0
7.698012845155395,2.095211944962529,45.35757967790519,0
10.751396036691343,2.2246093606425172,32.46732984904801,0
8.79872262016239,1.7450966534045587,30.172220542617474,0
9.416612500413446,2.0172205058529205,37.064423646899264,0
8.796586775541206,0.7558363232935053,31.830385204703564,0
13.704556369017876,1.6708757938330758,37.87584326237181,0
9.973005550524132,2.2267543562772336,42.51249848064645,0
7.884578142088199,1.5088529828726602,35.54625568223868,0
11.645089824206378,2.0294921107947985,32.865867116093284,0
7.5583127000579555,2.223436250401349,40.34668580857674,0
10.417727190009511,1.8287253995711175,44.31271742307585,0
6.080659752240448,2.0852318854982856,31.525132807416938,0
7.3436279022031385,1.5186337173576938,44.10116199152992,0
10.393722471738247,1.8966943601519768,44.08653101869163,0
11.476933159990821,2.305108084794611,44.77042551078314,0
10.34273656237994,2.078486480484217,46.092401074358435,0
9.76870343522352,1.7067343652180322,51.01006962329808,0
9.397792608821423,2.1121082021453965,38.21953975690472,0
7.042956019265145,2.357304895318309,40.54785790038929,0
8.560311583210582,0.975029360711261,37.91780783375987,0
9.078722458080424,2.579537032477949,40.00988422377905,0
12.11424445243783,1.831872630659464,47.66436677818156,0
10.687236579136922,2.2127449666201153,33.274927580346656,0
6.473919689274532,2.598623461822614,35.694751639172125,0
10.648167938789591,1.3141631513847671,46.885904682522806,0
9.229835439167367,1.6452794987862267,45.10018253451045,0
8.646155999388082,1.8557256520621477,38.18434176591461,0
11.223352577681736,1.6081232394377858,44.2720100056036,0
